Population,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,China Hong Kong SAR,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,Taiwan Province of China,U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
year,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CSK,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUN,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,YUG,ZAF,ZMB,ZWE
1972,"13,079","5,895","2,264",336,"24,780","2,647","13,177","7,544","5,394","3,530","9,709","2,791","5,434","70,677","8,576",231,"3,819","9,169","4,566","100,874",242,619,"1,927","22,285","6,401","9,718","862,030","6,172","7,021","23,008","1,340","22,543",252,275,"1,835","14,456","8,830",626,"9,862","78,717",197,72,"4,992","4,671","14,761","6,299","34,807","34,513","1,397","31,543","4,640","52,894",538,"56,079","4,786","9,354","3,728",517,625,278,"8,889","5,510","3,946","2,965","4,225","4,677","10,394","122,565","567,000","3,024","30,522","10,062",209,"3,096","54,366","1,998","1,614","107,188","13,542","12,045","3,095","7,452","33,505",842,"2,964","2,680","1,484","2,184",107,"13,116","1,117","3,213",347,"2,401","16,661","3,703","7,082","55,984","1,618","5,801",319,"28,474",528,"1,321","9,810","1,333",851,"4,761","11,441",822,"5,060","58,941","2,183","13,330","3,933","12,389","2,929",829,"69,326","1,617","13,955","40,850","33,040","2,847","14,956","8,970","2,614","1,089",134,"20,663","131,769","3,992","6,473","11,470","4,589","2,152","2,879","3,791","7,338",77,"247,343","4,593","1,695","8,122",480,57,"6,701","3,887","2,080","39,276","3,145","2,313",975,"5,304","37,493","15,168","14,707","10,224","48,027","2,830","209,896","12,742","11,516","44,655","7,407","20,197","23,936","4,506","5,861"
1973,"13,421","6,026","2,296",391,"25,210","2,713","13,380","7,586","5,498","3,540","9,738","2,869","5,508","72,383","8,621",239,"3,872","9,236","4,680","103,513",244,643,"1,965","22,560","6,441","9,897","881,940","6,465","7,179","23,668","1,376","23,069",259,277,"1,886","14,549","9,000",634,"9,912","78,950",206,73,"5,022","4,796","15,198","6,485","35,480","34,837","1,411","32,264","4,666","53,333",561,"56,210","4,826","9,649","3,796",534,633,271,"8,929","5,639","4,010","3,078","4,235","4,771","10,426","125,432","580,000","3,073","31,392","10,402",212,"3,197","54,797","2,036","1,674","108,707","13,754","12,482","3,161","7,536","34,073",894,"3,027","2,826","1,529","2,312",109,"13,352","1,142","3,246",350,"2,421","16,998","3,753","7,250","57,557","1,639","5,935",322,"29,235",534,"1,360","10,088","1,356",861,"4,901","11,712",851,"5,175","60,702","2,248","13,438","3,961","12,631","2,992",857,"71,121","1,660","14,350","41,998","33,331","2,863","15,349","8,976","2,693","1,124",145,"20,828","132,556","4,110","6,667","11,876","4,727","2,193","2,925","3,879","7,369",78,"249,712","4,637","1,703","8,137",493,58,"6,931","3,970","2,140","40,302","3,243","2,380",985,"5,426","38,503","15,454","15,201","10,428","48,367","2,834","211,909","13,148","11,893","45,736","7,580","20,367","24,549","4,643","6,002"
1974,"13,772","5,987","2,348",453,"25,646","2,777","13,599","7,599","5,599","3,595","9,768","2,949","5,587","74,585","8,679",248,"3,925","9,304","4,796","106,182",246,672,"2,006","22,875","6,460","10,077","900,350","6,749","7,346","24,334","1,414","23,598",267,279,"1,937","14,658","9,151",641,"9,976","78,966",216,73,"5,045","4,922","15,653","6,676","36,216","35,184","1,422","33,022","4,691","53,690",597,"56,224","4,865","9,905","3,864",550,640,250,"8,962","5,773","4,085","2,765","4,246","4,866","10,471","128,369","593,000","3,124","32,306","10,754",215,"3,286","55,226","2,071","1,738","110,162","13,972","12,944","3,232","7,610","34,692",948,"3,092","2,988","1,577","2,451",111,"13,562","1,169","3,276",355,"2,442","17,335","3,801","7,424","59,123","1,662","6,074",324,"29,799",542,"1,403","10,370","1,380",873,"5,073","11,986",882,"5,295","62,524","2,320","13,541","3,985","12,884","3,058",884,"72,912","1,707","14,753","43,162","33,643","2,887","15,702","9,098","2,774","1,166",157,"21,029","133,379","4,226","6,868","12,236","4,872","2,230","2,974","3,973","7,400",80,"252,111","4,682","1,713","8,161",507,58,"7,169","4,056","2,202","41,306","3,345","2,451",995,"5,556","39,513","15,752","15,681","10,672","48,677","2,838","213,854","13,569","12,281","46,902","7,755","20,550","25,179","4,785","6,173"
1975,"14,132","5,885","2,401",523,"26,082","2,834","13,771","7,579","5,696","3,676","9,795","3,033","5,673","76,153","8,721",259,"3,980","9,360","4,914","108,879",247,705,"2,058","23,209","6,404","10,252","916,395","7,031","7,522","25,033","1,454","24,125",276,280,"1,992","14,772","9,287",611,"10,042","78,682",227,74,"5,060","5,048","16,140","6,872","36,952","35,564","1,432","33,803","4,711","53,955",647,"56,215","4,898","10,118","3,935",566,681,213,"9,047","5,910","4,180","2,858","4,255","4,963","10,532","131,219","607,000","3,177","33,265","11,118",218,"3,354","55,572","2,105","1,803","111,573","14,157","13,433","3,301","7,491","35,281","1,007","3,161","3,099","1,618","2,570",112,"13,779","1,195","3,305",359,"2,462","17,687","3,847","7,604","60,678","1,684","6,218",328,"30,335",549,"1,446","10,433","1,404",885,"5,317","12,267",915,"5,419","64,422","2,395","13,653","4,007","13,146","3,118",913,"74,712","1,749","15,161","44,337","33,969","2,935","16,014","9,411","2,852","1,201",169,"21,245","134,293","4,357","7,205","12,617","4,989","2,263","3,030","4,073","7,431",82,"254,519","4,730","1,722","8,193",521,60,"7,416","4,144","2,267","42,272","3,449","2,524","1,007","5,704","40,530","16,061","16,148","10,952","48,973","2,844","215,973","13,988","12,675","48,075","7,934","20,732","25,815","4,924","6,342"
1976,"14,501","5,943","2,455",598,"26,531","2,893","13,916","7,566","5,790","3,749","9,811","3,120","5,765","77,821","8,755",274,"4,033","9,406","4,956","111,603",248,741,"2,112","23,518","6,333","10,432","930,685","7,335","7,721","25,741","1,494","24,638",284,283,"2,049","14,884","9,418",599,"10,105","78,299",237,74,"5,073","5,176","16,635","7,073","37,737","35,997","1,442","34,659","4,726","54,159",688,"56,206","4,930","10,333","4,007",582,733,191,"9,167","6,051","4,296","2,955","4,286","5,064","10,589","134,314","620,000","3,228","34,259","11,494",220,"3,424","55,839","2,133","1,870","112,775","14,304","13,951","3,367","7,227","35,860","1,072","3,176","3,120","1,661","2,666",115,"14,013","1,223","3,334",361,"2,477","18,043","3,886","7,807","62,220","1,706","6,366",329,"30,872",555,"1,487","10,770","1,430",898,"5,531","12,554",950,"5,548","66,393","2,473","13,770","4,026","13,418","3,154",956,"76,456","1,792","15,573","45,574","34,299","3,026","16,294","9,622","2,922","1,228",181,"21,446","135,269","4,502","7,620","13,020","5,100","2,293","3,088","4,177","7,462",84,"256,883","4,779","1,734","8,222",536,61,"7,670","4,235","2,333","43,221","3,554","2,594","1,021","5,859","41,472","16,435","16,626","11,242","49,234","2,861","218,035","14,404","13,082","49,273","8,171","20,930","26,468","5,067","6,496"
1977,"14,880","6,164","2,509",684,"26,984","2,955","14,074","7,568","5,887","3,834","9,822","3,211","5,891","80,314","8,797",297,"4,086","9,457","5,080","114,373",249,781,"2,168","23,796","6,316","10,600","943,455","7,642","7,962","26,484","1,537","25,119",309,286,"2,108","14,990","9,534",598,"10,162","78,161",252,74,"5,088","5,303","17,153","7,279","38,784","36,439","1,453","35,458","4,739","54,378",706,"56,179","4,963","10,538","4,080",599,745,193,"9,308","6,197","4,431","3,056","4,319","5,167","10,637","137,487","634,000","3,272","35,350","11,883",222,"3,496","56,059","2,157","1,938","113,872","14,455","14,500","3,432","6,991","36,436","1,140","3,208","3,117","1,706","2,722",117,"14,250","1,255","3,361",361,"2,491","18,397","3,920","8,012","63,760","1,728","6,455",332,"31,408",560,"1,528","11,128","1,456",913,"5,702","12,845",977,"5,682","68,421","2,554","13,853","4,043","13,700","3,165","1,005","78,153","1,842","15,990","46,851","34,621","3,081","16,563","9,663","2,987","1,261",194,"21,659","136,264","4,657","8,129","13,441","5,263","2,325","3,148","4,285","7,494",87,"259,225","4,828","1,747","8,252",551,62,"7,933","4,328","2,402","44,148","3,659","2,664","1,039","6,005","42,377","16,753","17,130","11,541","49,454","2,879","220,239","14,809","13,504","50,534","8,404","21,126","27,130","5,217","6,642"
1978,"15,269","6,287","2,563",779,"27,440","3,014","14,249","7,562","5,986","3,930","9,830","3,305","6,026","82,813","8,803",323,"4,135","9,520","5,205","117,207",250,822,"2,225","24,036","6,333","10,760","956,165","7,954","8,213","27,317","1,581","25,575",319,289,"2,192","15,089","9,630",601,"10,213","78,066",275,74,"5,104","5,431","17,686","7,489","40,020","36,861","1,464","36,054","4,753","54,602",726,"56,167","4,991","10,721","4,155",616,758,195,"9,430","6,346","4,575","3,169","4,349","5,270","10,673","140,739","648,000","3,314","36,510","12,317",224,"3,570","56,240","2,179","2,007","114,913","14,624","15,080","3,496","6,767","37,019","1,214","3,248","3,111","1,754","2,797",119,"14,511","1,289","3,387",362,"2,505","18,758","3,947","8,224","65,296","1,747","6,550",340,"31,863",566,"1,572","11,466","1,484",929,"5,880","13,139",998,"5,816","70,483","2,608","13,937","4,059","13,994","3,166","1,059","80,051","1,875","16,414","48,172","34,929","3,118","16,830","9,699","3,054","1,296",207,"21,832","137,246","4,819","8,709","13,918","5,431","2,354","3,208","4,399","7,525",89,"261,525","4,876","1,759","8,276",568,62,"8,203","4,424","2,472","45,057","3,761","2,734","1,056","6,136","43,275","17,090","17,647","11,850","49,643","2,897","222,585","15,207","13,931","51,663","8,641","21,309","27,809","5,371","6,767"
1979,"15,556","6,453","2,618",884,"27,902","3,067","14,422","7,549","6,082","4,120","9,837","3,403","6,168","85,361","8,812",336,"4,181","9,582","5,327","120,101",251,863,"2,285","24,277","6,351","10,923","969,005","8,271","8,462","28,204","1,627","26,072",329,293,"2,260","15,182","9,705",605,"10,260","78,081",299,74,"5,117","5,562","18,230","7,704","41,258","37,200","1,472","36,500","4,765","54,836",723,"56,228","5,019","10,879","4,231",634,771,221,"9,548","6,496","4,713","3,280","4,380","5,375","10,698","144,073","664,000","3,368","37,839","12,768",226,"3,653","56,368","2,207","2,077","115,890","14,804","15,690","3,559","6,734","37,534","1,292","3,268","3,101","1,804","2,929",120,"14,797","1,323","3,411",363,"2,514","19,126","3,970","8,453","66,826","1,768","6,651",347,"32,405",571,"1,617","11,828","1,514",947,"6,066","13,444","1,028","5,952","72,588","2,687","14,030","4,073","14,298","3,165","1,116","82,374","1,918","16,849","49,537","35,257","3,168","17,104","9,725","3,122","1,329",221,"22,001","138,164","4,976","9,346","14,448","5,606","2,384","3,271","4,512","7,556",92,"263,751","4,923","1,773","8,294",588,63,"8,484","4,524","2,547","46,004","3,863","2,804","1,073","6,280","44,165","17,448","18,145","12,138","49,835","2,914","225,055","15,605","14,355","52,668","8,883","21,490","28,506","5,532","6,887"
1980,"15,044","6,743","2,671","1,000","28,370","3,115","14,616","7,549","6,173","4,288","9,847","3,510","6,318","87,937","8,844",348,"4,092","9,644","5,441","123,020",252,900,"2,349","24,593","6,385","11,094","981,235","8,593","8,762","29,013","1,674","26,631",340,296,"2,299","15,255","9,648",611,"10,289","78,298",327,74,"5,123","5,697","18,806","7,920","42,634","37,488","1,482","36,866","4,780","55,110",714,"56,314","5,046","11,017","4,310",652,789,256,"9,643","6,650","4,835","3,403","4,383","5,483","10,711","147,490","679,000","3,401","39,422","13,233",228,"3,737","56,451","2,229","2,163","116,807","14,967","16,331","3,623","6,888","38,124","1,370","3,293","3,087","1,858","3,065",122,"15,056","1,359","3,435",364,"2,525","19,487","3,996","8,691","68,347","1,792","6,758",364,"33,061",560,"1,655","12,103","1,545",964,"6,259","13,764","1,058","6,093","74,821","2,803","14,144","4,086","14,613","3,170","1,175","85,219","1,960","17,295","50,940","35,578","3,210","17,390","9,778","3,196","1,360",237,"22,130","139,039","5,138","9,999","14,980","5,787","2,414","3,335","4,570","7,588",94,"265,926","4,966","1,833","8,310",611,64,"8,774","4,522","2,626","47,026","3,966","2,875","1,091","6,443","45,048","17,788","18,665","12,415","50,047","2,930","227,726","15,994","14,768","53,715","9,133","21,615","29,252","5,700","7,170"
1981,"13,676","6,880","2,724","1,070","28,848","3,166","14,923","7,565","6,271","4,454","9,852","3,622","6,474","90,517","8,869",363,"4,136","9,713","5,545","125,992",252,934,"2,413","24,900","6,425","11,282","993,861","8,922","9,048","29,808","1,724","27,215",348,300,"2,357","15,312","9,706",618,"10,298","78,402",345,74,"5,122","5,832","19,407","8,141","44,196","37,751","1,493","38,542","4,800","55,399",731,"56,383","5,073","11,178","4,390",671,807,272,"9,729","6,829","4,937","3,544","4,391","5,595","10,712","150,657","692,000","3,443","41,141","13,703",231,"3,801","56,502","2,258","2,254","117,648","15,136","16,987","3,690","7,080","38,723","1,432","3,337","3,083","1,913","3,204",124,"15,315","1,395","3,462",365,"2,537","19,846","4,026","8,939","69,969","1,808","6,871",364,"33,669",560,"1,694","12,363","1,578",979,"6,459","14,096","1,074","6,239","77,150","2,899","14,246","4,100","14,946","3,185","1,238","88,417","1,999","17,755","52,228","35,902","3,239","17,675","9,850","3,279","1,389",249,"22,257","139,900","5,307","10,627","15,481","5,976","2,535","3,402","4,520","7,619",96,"268,123","5,014","1,839","8,320",631,65,"9,073","4,515","2,720","47,937","4,073","2,947","1,107","6,606","46,253","18,097","19,212","12,725","50,236","2,848","229,966","16,400","15,166","54,903","9,390","21,707","30,169","5,886","7,429"
1982,"12,583","7,019","2,780","1,138","29,330","3,219","15,162","7,575","6,369","4,551","9,856","3,737","6,637","92,626","8,892",378,"4,173","9,779","5,642","129,028",253,971,"2,478","25,202","6,468","11,487","1,000,281","9,260","9,283","30,649","1,775","27,826",356,304,"2,424","15,352","9,792",624,"10,304","78,335",356,74,"5,118","5,969","20,034","8,366","45,682","37,983","1,504","40,290","4,827","55,697",754,"56,340","5,101","11,402","4,472",691,826,285,"9,786","6,983","5,023","3,671","4,413","5,709","10,706","153,895","708,000","3,480","42,885","14,173",234,"3,858","56,536","2,298","2,347","118,455","15,303","17,660","3,763","7,294","39,326","1,497","3,411","3,089","1,972","3,344",126,"15,575","1,433","3,492",366,"2,552","20,199","4,055","9,196","71,641","1,824","6,989",360,"34,306",563,"1,734","12,587","1,612",992,"6,668","14,441","1,099","6,389","79,511","2,976","14,310","4,115","15,298","3,217","1,301","91,465","2,040","18,173","53,557","36,227","3,279","17,952","9,860","3,370","1,425",260,"22,357","140,822","5,480","11,255","16,004","6,170","2,652","3,472","4,480","7,645",98,"270,390","5,048","1,861","8,325",650,65,"9,410","4,733","2,817","48,827","4,185","3,018","1,127","6,734","47,464","18,399","19,777","13,079","50,397","2,968","232,188","16,830","15,621","56,142","9,658","21,885","31,140","6,102","7,637"
1983,"12,439","7,241","2,837","1,209","29,784","3,270","15,348","7,553","6,470","4,659","9,856","3,856","6,807","94,788","8,910",393,"4,207","9,845","5,737","131,960",255,"1,007","2,543","25,456","6,501","11,687","1,023,288","9,606","9,563","31,447","1,829","28,455",365,308,"2,494","15,388","9,887",632,"10,307","78,122",370,74,"5,114","6,106","20,681","8,593","47,093","38,184","1,515","41,502","4,856","55,929",779,"56,383","5,131","12,152","4,555",711,845,300,"9,841","7,189","5,098","3,798","4,431","5,827","10,689","157,208","723,000","3,504","44,632","14,652",237,"3,927","56,630","2,307","2,440","119,270","15,467","18,348","3,842","7,521","39,910","1,566","3,495","3,092","2,033","3,485",127,"15,784","1,471","3,523",366,"2,570","20,750","4,083","9,463","73,363","1,831","7,109",356,"34,980",566,"1,774","12,773","1,648","1,002","6,884","14,793","1,134","6,544","81,164","3,044","14,362","4,128","15,664","3,258","1,363","94,155","2,081","18,591","54,885","36,571","3,316","18,237","9,872","3,467","1,474",292,"22,407","141,862","5,659","11,912","17,091","6,369","2,689","3,546","4,527","7,671",100,"272,717","5,081","1,879","8,329",673,66,"9,757","4,971","2,918","49,694","4,304","3,091","1,148","6,860","48,661","18,657","20,368","13,470","50,573","2,989","234,307","17,171","16,084","57,436","9,936","22,018","32,144","6,340","7,928"
1984,"12,769","7,442","2,896","1,284","30,231","3,322","15,510","7,554","6,579","4,757","9,855","3,979","6,985","96,955","8,928",408,"4,241","9,914","5,834","134,699",256,"1,043","2,629","25,702","6,530","11,879","1,036,825","9,963","9,867","32,341","1,884","29,096",374,312,"2,568","15,423","9,983",640,"10,309","77,855",375,74,"5,112","6,242","21,341","8,826","48,550","38,363","1,526","42,507","4,882","56,246",805,"56,462","5,162","12,833","4,761",741,865,315,"9,887","7,380","5,171","3,935","4,442","5,950","10,668","160,595","739,000","3,529","46,409","15,161",239,"3,997","56,697","2,313","2,533","120,035","15,630","19,050","3,924","7,676","40,406","1,637","3,577","3,092","2,096","3,625",129,"15,977","1,511","3,555",366,"2,588","21,316","4,113","9,741","75,080","1,837","7,233",351,"35,671",558,"1,816","12,923","1,685","1,012","7,104","15,157","1,169","6,704","82,724","3,114","14,420","4,140","16,044","3,298","1,424","96,502","2,123","19,011","56,258","36,904","3,350","18,530","9,885","3,568","1,524",324,"22,454","142,922","5,829","12,607","17,657","6,573","2,743","3,623","4,594","7,696",102,"275,330","5,114","1,896","8,337",697,66,"10,114","5,025","3,022","50,534","4,431","3,165","1,169","7,185","49,840","18,918","20,984","13,920","50,769","3,008","236,348","17,729","16,545","58,762","10,229","22,087","33,182","6,567","8,241"
1985,"13,120","7,585","2,957","1,363","30,672","3,374","15,695","7,560","6,682","4,849","9,858","4,108","7,171","99,154","8,944",424,"4,275","9,982","5,935","137,382",257,"1,080","2,714","25,942","6,564","12,068","1,051,040","10,332","10,191","33,344","1,942","29,748",383,317,"2,644","15,455","10,084",647,"10,310","77,685",382,73,"5,114","6,379","22,008","9,062","50,052","38,535","1,538","43,134","4,902","56,490",833,"56,620","5,193","13,228","5,016",773,886,325,"9,923","7,581","5,250","4,079","4,458","6,076","10,649","164,061","755,000","3,540","48,209","15,694",241,"4,068","56,731","2,319","2,628","120,754","15,790","19,761","4,006","7,822","40,806","1,733","3,657","3,090","2,163","3,675",131,"16,188","1,552","3,587",367,"2,606","21,886","4,148","10,029","76,767","1,845","7,361",347,"36,346",561,"1,859","13,063","1,723","1,021","7,331","15,545","1,204","6,869","84,889","3,180","14,491","4,152","16,439","3,324","1,482","99,076","2,168","19,432","57,706","37,226","3,382","18,831","9,897","3,673","1,576",356,"22,521","143,938","5,982","13,330","18,256","6,785","2,750","3,703","4,671","7,720",104,"277,812","5,145","1,914","8,350",722,67,"10,481","5,066","3,129","51,342","4,569","3,240","1,189","7,364","50,997","19,148","21,618","14,392","50,944","3,012","238,466","18,215","16,998","60,093","10,540","22,216","34,254","6,785","8,560"
1986,"13,126","7,749","3,015","1,447","31,145","3,422","15,900","7,568","6,776","4,931","9,862","4,241","7,371","101,438","8,959",440,"4,308","10,044","6,041","140,196",258,"1,116","2,775","26,204","6,603","12,261","1,066,790","10,712","10,530","34,376","2,002","30,400",392,321,"2,723","15,481","10,183",650,"10,309","77,713",397,72,"5,121","6,517","22,643","9,301","51,593","38,708","1,550","43,917","4,917","56,725",859,"56,796","5,219","13,781","5,164",805,907,334,"9,951","7,820","5,336","4,229","4,472","6,205","10,631","166,997","771,000","3,541","50,027","16,247",243,"4,140","56,734","2,323","2,724","121,492","15,946","20,477","4,089","8,079","41,214","1,811","3,762","3,089","2,233","3,700",133,"16,424","1,587","3,620",369,"2,627","22,458","4,183","10,327","78,442","1,851","7,494",347,"36,998",565,"1,903","13,143","1,764","1,028","7,608","15,942","1,240","7,040","87,092","3,248","14,572","4,167","16,848","3,341","1,538","102,066","2,212","19,855","59,186","37,504","3,413","19,137","9,907","3,781","1,630",387,"22,600","144,967","6,157","13,998","18,773","7,004","2,750","3,787","4,758","7,740",106,"280,296","5,172","1,932","8,370",750,68,"10,857","5,214","3,241","52,129","4,716","3,324","1,208","7,547","52,127","19,332","22,284","14,911","51,095","3,031","240,651","18,718","17,450","61,440","10,870","22,339","35,101","7,029","8,877"
1987,"13,056","7,878","3,075","1,530","31,625","3,469","16,137","7,579","6,874","5,040","9,870","4,377","7,592","103,816","8,972",455,"4,339","10,097","6,156","143,027",259,"1,152","2,841","26,550","6,650","12,465","1,084,035","11,105","10,867","35,482","2,065","31,042",401,326,"2,800","15,511","10,279",659,"10,312","77,718",409,72,"5,127","6,657","23,255","9,545","52,794","38,881","1,562","45,099","4,932","56,989",881,"56,982","5,240","14,175","5,279",839,928,342,"9,974","8,160","5,427","4,376","4,484","6,335","10,613","169,990","788,000","3,540","51,607","16,543",245,"4,210","56,730","2,327","2,820","122,091","16,109","21,196","4,176","8,380","41,622","1,891","3,869","3,092","2,306","3,800",134,"16,663","1,616","3,653",372,"2,649","23,029","4,217","10,637","80,122","1,856","7,633",349,"37,625",569,"1,947","12,895","1,805","1,036","8,049","16,333","1,278","7,216","89,405","3,322","14,665","4,186","17,273","3,352","1,594","105,208","2,257","20,280","60,648","37,741","3,444","19,449","9,915","3,893","1,691",397,"22,686","145,959","6,366","14,620","19,174","7,231","2,795","3,876","4,850","7,756",109,"282,718","5,199","1,946","8,398",778,68,"11,243","5,392","3,356","52,910","4,865","3,411","1,225","7,728","53,243","19,536","23,017","15,520","51,218","3,049","242,804","19,219","17,910","62,826","11,219","22,435","35,948","7,282","9,216"
1988,"13,169","8,023","3,137","1,623","32,099","3,516","16,400","7,600","6,976","5,156","9,884","4,517","7,833","106,284","8,982",469,"4,370","10,150","6,283","145,873",260,"1,189","2,917","26,895","6,704","12,679","1,101,630","11,512","11,201","36,628","2,130","31,673",411,331,"2,875","15,537","10,382",664,"10,314","78,031",417,71,"5,130","6,799","23,881","9,794","54,015","39,054","1,569","46,482","4,947","57,255",900,"57,160","5,320","14,577","5,397",875,950,352,"9,983","8,496","5,519","4,518","4,494","6,459","10,443","173,041","805,000","3,530","52,997","17,038",250,"4,282","56,734","2,330","2,917","122,613","16,207","21,916","4,244","8,692","42,031","1,973","3,980","3,098","2,382","3,913",135,"16,903","1,645","3,674",376,"2,664","23,600","4,290","10,957","81,782","1,859","7,777",352,"38,196",574,"1,992","12,523","1,849","1,045","8,580","16,731","1,333","7,399","91,760","3,404","14,761","4,209","17,714","3,361","1,652","108,408","2,302","20,710","62,081","37,867","3,475","19,769","9,921","4,007","1,758",413,"22,769","146,866","6,588","15,233","19,492","7,465","2,869","3,968","4,939","7,769",111,"285,020","5,223","1,962","8,436",815,69,"11,632","5,556","3,475","53,683","5,006","3,492","1,238","7,899","54,356","19,752","23,764","16,176","51,423","3,068","245,021","19,625","18,379","64,211","11,591","22,536","36,795","7,517","9,560"
1989,"13,503","8,154","3,196","1,722","32,572","3,326","16,681","7,628","7,102","5,263","9,938","4,664","8,092","108,842","8,990",485,"4,398","10,184","6,423","148,659",261,"1,227","3,000","27,379","6,764","12,902","1,118,650","11,931","11,540","37,804","2,197","32,307",421,335,"2,951","15,559","10,489",671,"10,314","78,645",442,71,"5,133","6,942","24,496","10,048","55,252","39,215","1,571","47,870","4,962","57,821",919,"57,324","5,398","14,987","5,518",912,972,361,"10,031","8,731","5,607","4,659","4,501","6,586","10,398","176,152","822,000","3,513","54,479","17,568",253,"4,355","56,738","2,338","3,019","123,108","16,265","22,635","4,302","9,014","42,449","2,057","4,094","3,109","2,462","4,027",136,"17,142","1,674","3,681",378,"2,667","24,170","4,359","11,289","83,367","1,863","7,928",355,"38,721",579,"2,070","12,482","1,886","1,053","9,082","17,121","1,409","7,608","94,160","3,492","14,849","4,226","18,173","3,378","1,712","111,528","2,347","21,151","63,555","37,970","3,506","20,103","9,923","4,124","1,821",430,"22,852","147,352","6,804","15,829","19,912","7,730","2,958","4,064","5,025","7,780",113,"286,462","5,245","1,976","8,493",849,70,"12,018","5,715","3,597","54,446","5,148","3,572","1,248","8,057","55,462","19,943","24,485","16,832","51,501","3,088","247,342","20,033","18,851","65,868","11,986","22,634","37,639","7,746","9,868"
